Raw OCR: 4)i EHe 13E3339 | Conf: 0.38
Raw OCR: MH V3 | Conf: 0.56
Raw OCR: JOr_ Wfe EJo3339 | Conf: 0.22
Raw OCR: E Jo3339 | Conf: 0.93
Raw OCR: EJo3339 | Conf: 0.48
Raw OCR: HH2S V3555 | Conf: 0.38
Raw OCR: 5H25 V3555 | Conf: 0.49
Raw OCR: 5H25 13555 | Conf: 0.29
Raw OCR: @Gil | Conf: 0.19
Raw OCR: WH25 V3555 | Conf: 0.52
Raw OCR: H425 V3555 | Conf: 0.40
Raw OCR: 4H25 V3555 | Conf: 0.42
Raw OCR: WH25 V3555 | Conf: 0.52
Raw OCR: H425 V3555 | Conf: 0.40
Raw OCR: 4H25 V3555 | Conf: 0.42
Raw OCR: WH25 V3555 | Conf: 0.52
Raw OCR: H425 V3555 | Conf: 0.40
Raw OCR: 4H25 V3555 | Conf: 0.42
Raw OCR: WH25 V3555 | Conf: 0.52
Raw OCR: H425 V3555 | Conf: 0.40
Raw OCR: 4H25 V3555 | Conf: 0.42
Raw OCR: Ln IHo: T3Eno339 | Conf: 0.04
Raw OCR: [e]H J3339 | Conf: 0.50
Raw OCR: [eJ3229 | Conf: 0.15
Raw OCR: M2S V3555 | Conf: 0.31
Raw OCR: [A25 33555 | Conf: 0.18
Raw OCR: HH25 3555 | Conf: 0.58
Raw OCR: @nanLo 43555 | Conf: 0.40
Raw OCR: Mils V3555 | Conf: 0.53
Raw OCR: Wilj V3555 | Conf: 0.52
Raw OCR: Tl HHe T3E93339 | Conf: 0.44
Raw OCR: Me Jn9 | Conf: 0.13
Raw OCR: HHe Ebwg | Conf: 0.54
Raw OCR: O He Ern T J33339) | Conf: 0.17
Raw OCR: He TEJo3239 | Conf: 0.49
Raw OCR: HoT@Jj229 | Conf: 0.03
Raw OCR: 3339 | Conf: 0.76
Raw OCR: 3339 | Conf: 0.84
Raw OCR: 3339 | Conf: 0.84
Raw OCR: [H25 3555 | Conf: 0.69
Raw OCR: FH25 13555 | Conf: 0.35
Raw OCR: 4H25 43555 | Conf: 0.27
Raw OCR: @+#I | Conf: 0.03
Raw OCR: Lea | Conf: 0.28
Raw OCR: 3339 | Conf: 0.76
Raw OCR: 3339 | Conf: 0.84
Raw OCR: 3339 | Conf: 0.84
Raw OCR: [H25 3555 | Conf: 0.69
Raw OCR: FH25 13555 | Conf: 0.35
Raw OCR: 4H25 43555 | Conf: 0.27
Raw OCR: @+#I | Conf: 0.03
Raw OCR: Lea | Conf: 0.28
Raw OCR: 3339 | Conf: 0.76
Raw OCR: 3339 | Conf: 0.84
Raw OCR: 3339 | Conf: 0.84
Raw OCR: [H25 3555 | Conf: 0.69
Raw OCR: FH25 13555 | Conf: 0.35
Raw OCR: 4H25 43555 | Conf: 0.27
Raw OCR: @+#I | Conf: 0.03
Raw OCR: Lea | Conf: 0.28
Raw OCR: 3339 | Conf: 0.76
Raw OCR: 3339 | Conf: 0.84
Raw OCR: 3339 | Conf: 0.84
Raw OCR: [H25 3555 | Conf: 0.69
Raw OCR: FH25 13555 | Conf: 0.35
Raw OCR: 4H25 43555 | Conf: 0.27
Raw OCR: @+#I | Conf: 0.03
Raw OCR: Lea | Conf: 0.28
Raw OCR: 3339 | Conf: 0.76
Raw OCR: 3339 | Conf: 0.84
Raw OCR: 3339 | Conf: 0.84
Raw OCR: [H25 3555 | Conf: 0.69
Raw OCR: FH25 13555 | Conf: 0.35
Raw OCR: 4H25 43555 | Conf: 0.27
Raw OCR: @+#I | Conf: 0.03
Raw OCR: Lea | Conf: 0.28
Raw OCR: He13 [Jo339 | Conf: 0.66
Raw OCR: HoTZ Jo3339 | Conf: 0.58
Raw OCR: HoTZJo3229 | Conf: 0.21
Raw OCR: 4H2S V3555. | Conf: 0.32
Raw OCR: HH25 V3555 | Conf: 0.28
Raw OCR: HH25 43555 | Conf: 0.32
Raw OCR: QH2 V35 | Conf: 0.80
Raw OCR: MHZ V35 | Conf: 0.50
Raw OCR: MAZ V35 | Conf: 0.70
Raw OCR: QH2 V35 | Conf: 0.80
Raw OCR: MHZ V35 | Conf: 0.50
Raw OCR: MAZ V35 | Conf: 0.70
Raw OCR: QH2 V35 | Conf: 0.80
Raw OCR: MHZ V35 | Conf: 0.50
Raw OCR: MAZ V35 | Conf: 0.70
Raw OCR: QH2 V35 | Conf: 0.80
Raw OCR: MHZ V35 | Conf: 0.50
Raw OCR: MAZ V35 | Conf: 0.70
Raw OCR: U )# 'el HHe NE6ww9 | Conf: 0.30
Raw OCR: MFeTEJo)29 | Conf: 0.05
Raw OCR: IeTJo229 | Conf: 0.07
Raw OCR: MH2S V3555 | Conf: 0.34
Raw OCR: [H25 3555 | Conf: 0.67
Raw OCR: MH25 V3555 | Conf: 0.60
Raw OCR: 0o33319 | Conf: 0.41
Raw OCR: J3339 | Conf: 0.40
Raw OCR: [e3339 | Conf: 0.54
Raw OCR: 442S V3555 | Conf: 0.39
Raw OCR: HA25 43555 | Conf: 0.37
Raw OCR: 5H25 V3555 | Conf: 0.47
Raw OCR: LJ} HHe1E69329 | Conf: 0.09
Raw OCR: He TEJe3339 | Conf: 0.56
Raw OCR: HHe IJ39 | Conf: 0.31
Raw OCR: 13E o3339 | Conf: 0.14
Raw OCR: 1EJoww9 | Conf: 0.19
Raw OCR: 1EJoww9 | Conf: 0.16
Raw OCR: UI Jo 18E4a3339 | Conf: 0.07
Raw OCR: Ho TEJo 229 | Conf: 0.12
Raw OCR: d He 1Je29 | Conf: 0.22
Raw OCR: 0o33319 | Conf: 0.41
Raw OCR: J3339 | Conf: 0.40
Raw OCR: [e3339 | Conf: 0.54
Raw OCR: 442S V3555 | Conf: 0.39
Raw OCR: HA25 43555 | Conf: 0.37
Raw OCR: 5H25 V3555 | Conf: 0.47
Raw OCR: @orru @e l3 E33339 | Conf: 0.15
Raw OCR: MHo TEJe3S | Conf: 0.66
Raw OCR: MHe TE Je39 | Conf: 0.38
Raw OCR: Hon7 3E4533319 | Conf: 0.16
Raw OCR: HeJ2 Je339 | Conf: 0.45
Raw OCR: He43E Jo32wg | Conf: 0.19
Raw OCR: Ci 13339 | Conf: 0.42
Raw OCR: 339 Ie3 | Conf: 0.69
Raw OCR: Jo339 | Conf: 0.84
Raw OCR: 0H25 3555 | Conf: 0.53
Raw OCR: 5A25 V3555 | Conf: 0.49
Raw OCR: 5H25 V3555 | Conf: 0.74
Raw OCR: MHT2 7906 CHAV WVtoMpBH | Conf: 0.46
Raw OCR: MHTE L7906 CHAVAN AUTOMOBILES | Conf: 0.79
Raw OCR: MATH L7906 CHAVAN AUTOMOBILES | Conf: 0.66
Raw OCR: ## | Conf: 0.02
Raw OCR: MHTZE L7906 Dicmat | Conf: 0.58
Raw OCR: MHTZ L7906 Wchvan | Conf: 0.48
Raw OCR: MHT3E L7906 | Conf: 0.68
Raw OCR: MHTZE L7906 auutoaitey Tchava | Conf: 0.40
Raw OCR: MHTZ L7906 automdbilts cHAVAN  | Conf: 0.52
Raw OCR: 19E' | Conf: 0.02
Raw OCR: MHT3E L7906 Mchath | Conf: 0.50
Raw OCR: Ibile MHTZ L7906 vtoi WchavaN | Conf: 0.50
Raw OCR: TTHTT L7906 Wiamomks | Conf: 0.24
Raw OCR: MHTZE L7906 avvolddiles Cchanan | Conf: 0.37
Raw OCR: MHT3E L7906 automobiles WchavaN{ | Conf: 0.68
Raw OCR: HH13A | Conf: 0.72
Raw OCR: HH13A | Conf: 0.37
Raw OCR: HHI3A | Conf: 0.42
Raw OCR: Aij; 054 | Conf: 0.13
Raw OCR: 4ije 0 454 | Conf: 0.50
Raw OCR: HHTJE 45438 | Conf: 0.36
Raw OCR: MHTJB A5438 | Conf: 0.71
Raw OCR: nh1je 45438 | Conf: 0.40
Raw OCR: NHTJB 45438 | Conf: 0.40
Raw OCR: MHTSB A5438 | Conf: 0.52
Raw OCR: 120h13426941] | Conf: 0.15
Raw OCR: 0H13426941 | Conf: 0.21
Raw OCR: MH13426941 | Conf: 0.58
Raw OCR: ~H134z6941 | Conf: 0.24
Raw OCR: 0H13426941 | Conf: 0.40
Raw OCR: HH13Az6941 | Conf: 0.18
Raw OCR: 4z69417 | Conf: 0.36
Raw OCR: 426941 | Conf: 0.67
Raw OCR: 426941 | Conf: 0.83
Raw OCR: Mt 2 43 | Conf: 0.10
Raw OCR: L 7-~ 5438 | Conf: 0.40
